Time,Data
2001-01-01,42.234332425068125
2002-01-01,42.234332425068125
2003-01-01,42.234332425068125
2004-01-01,42.77929155313351
2005-01-01,42.77929155313351
2006-01-01,43.05177111716621
2007-01-01,43.05177111716621
2008-01-01,43.32425068119891
2009-01-01,43.596730245231605
2010-01-01,43.596730245231605
2011-01-01,43.59673024523160
2012-01-01,43.869209809264305
2013-01-01,43.869209809264305
2014-01-01,43.869209809264305
2015-01-01,43.869209809264305
2016-01-01,44.141689373297005
2017-01-01,44.4141689373297
2018-01-01,44.95912806539509
2019-01-01,45.23160762942779
2020-01-01,45.50408719346049
