Time,Date
2018-07,0.63262993
2018-10,0.32995564
2019-01,0.33995564
2019-04,0.34995564
2019-07,0.3750431
2019-10,0.4250431
2020-01,0.4550431
2020-04,0.4850431
2020-07,0.5037608
