Time,Data
2000-01-01,77.955
2001-01-01,76.598
2002-01-01,78.208
2003-01-01,79.538
2004-01-01,78.063
2005-01-01,79.013
2006-01-01,77.074
2007-01-01,77.741
2008-01-01,74.242
2009-01-01,76.832
2010-01-01,77.741
2011-01-01,76.514
2012-01-01,75.484
2013-01-01,71.567
2014-01-01,69.112
2015-01-01,68.042
2016-01-01,66.423
2017-01-01,68.153
2018-01-01,69.121
2019-01-01,66.045
2020-01-01,67.057
2021-01-01,69.107

