Time,Data
2001-01-01,42.97520661157025
2002-01-01,42.97520661157025
2003-01-01,42.97520661157025
2004-01-01,42.97520661157025
2005-01-01,42.97520661157025
2006-01-01,43.80165289256198
2007-01-01,43.80165289256198
2008-01-01,43.80165289256198
2009-01-01,43.80165289256198
2010-01-01,43.80165289256198
2011-01-01,43.80165289256198
2012-01-01,43.80165289256198
2013-01-01,43.80165289256198
2014-01-01,43.80165289256198
2015-01-01,43.80165289256198
2016-01-01,43.80165289256198
2017-01-01,43.80165289256198
2018-01-01,43.80165289256198
2019-01-01,43.80165289256198
2020-01-01,43.80165289256198







