Time,Data
2021-12-20,0.00011376794282114133
2021-12-22,-0.000037409809010569006
2021-12-24,-0.00019001720647793263
2021-12-25,0.00014676422870252281
2021-12-26,0.0004159004020038992
2021-12-27,0.00008210430678445846
2021-12-28,0.00011948715837206692
2021-12-29,0.00018806816660799086
2021-12-30,-0.00013316120021045208
2021-12-31,0.00037649404839612544
2022-01-01,-0.00002429755295452196
2022-01-07,0.004491746796295047
2022-01-08,0.0006012841477058828
2022-01-10,0.0004668291949201375
2022-01-13,0.0009278871584683657
2022-01-15,0.0005373228341341019
2022-01-16,0.000338334240950644
2022-01-20,0.0004888991825282574
