Time,Data
2019-12-30,0.0004932568408548832
2019-12-31,0.0002097160613629967
2020-01-01,0.000037334091757657006
2020-01-03,0.000055326261644950137
2020-01-05,-0.0001832324342103675
2020-01-06,-0.00031518092146143317
2020-01-07,-0.0007323174504563212
2020-01-09,-0.0005707592936232686
2020-01-11,-0.00005584066457231529
2020-01-12,0.000180707240360789
2020-01-15,0.004822350091766566
2020-01-16,0.0113351270463317633
2020-01-22,-0.00003459317304077558
2020-01-23,0.0006322275148704648
2020-01-26,-0.0009608534164726734
2020-01-27,0.0007271332433447242
2020-01-28,0.0010102310916408896
2020-01-29,0.0007362031028605998
2020-01-30,-0.0003100382164120674
