Time,Data
2001-01-01,76.05599214145383
2002-01-01,76.08055009823183
2003-01-01,76.12966601178782
2004-01-01,76.15422396856582
2005-01-01,76.20333988212181
2006-01-01,76.2278978388998
2007-01-01,76.2278978388998
2008-01-01,76.2278978388998
2009-01-01,76.2278978388998
2010-01-01,76.2278978388998
2011-01-01,76.2278978388998
2012-01-01,76.2524557956778
2013-01-01,76.27701375245579
2014-01-01,76.3015717092338
2015-01-01,76.3015717092338
2016-01-01,76.37524557956779
2017-01-01,76.47347740667976
2018-01-01,76.54715127701375
