Time,Data
2021-07-11,0.044
2021-07-12,0.088
2021-07-13,0.087
2021-07-14,0.203
2021-07-15,0.134
2021-07-15,0.067
2021-07-17,0.043
2021-07-18,0.034
2021-07-19,0.049
2021-07-20,0.055
