Time,Data
2000-01-01,2.981
2001-01-01,3.320
2002-01-01,2.332
2003-01-01,2.425
2004-01-01,2.721
2005-01-01,2.411
2006-01-01,2.606
2007-01-01,2.955
2008-01-01,2.369
2009-01-01,2.407
2010-01-01,3.372
2011-01-01,2.576
2012-01-01,2.549
2013-01-01,2.974
2014-01-01,2.627
2015-01-01,2.253
2016-01-01,3.266
2017-01-01,2.758
2018-01-01,2.376
2019-01-01,2.326
2020-01-01,2.604
2021-01-01,2.607
