Time,Data
2000-01-01,-3.768
2001-01-01,-3.278
2002-01-01,-4.065
2003-01-01,-3.762
2004-01-01,-3.177
2005-01-01,-3.959
2006-01-01,-3.158
2007-01-01,-3.073
2008-01-01,-3.422
2009-01-01,-2.559
2010-01-01,-2.528
2011-01-01,-3.373
2012-01-01,-3.901
2013-01-01,-4.069
2014-01-01,-3.904
2015-01-01,-3.578
2016-01-01,-1.763
2017-01-01,-2.424
2018-01-01,-2.391
2019-01-01,-3.651
