Time,Data
2021-12-20,0.0021365401335060596
2021-12-20,0.0021365401335060596
2021-12-22,0.0017907728906720877
2021-12-23,0.0023352596908807755
2021-12-24,0.0022071043495088816
2021-12-25,0.006133073475211859
2021-12-28,0.004366400185972452
2021-12-29,0.001926919212564826
2021-12-30,0.002898777136579156
2022-01-07,0.0012431044597178698
2022-01-12,0.00016889203106984496
2022-01-14,0.0012016788823530078
2022-01-15,0.0021114740520715714
2022-01-17,0.0004062024236191064
2022-01-18,0.0008033043704926968
2022-01-19,0.0004759890725836158
2022-01-20,0.00044448484550230205
