Time,Data
2000-01-01,-9.528
2001-01-01,-8.609
2002-01-01,-8.532
2003-01-01,-9.262
2004-01-01,-9.293
2005-01-01,-9.165
2006-01-01,-7.173
2007-01-01,-7.801
2008-01-01,-7.958
2009-01-01,-9.065
2010-01-01,-9.668
2011-01-01,-8.08
2012-01-01,-9.641
2013-01-01,-7.942
2014-01-01,-8.441
2015-01-01,-8.232
2016-01-01,-7.142
2017-01-01,-7.315
2018-01-01,-8.592
2019-01-01,-8.069
2020-01-01,-11.478
