Time,Data
2010-01-01,1338
2011-01-01,1321
2012-01-01,1634
2013-01-01,1372
2014-01-01,1337
2015-01-01,1405
2016-01-01,1454
2017-01-01,1565
2018-01-01,1375
2019-01-01,1440
2020-01-01,1744
2021-01-01,1260
