Time,Data
2000-01-01,24.303
2001-01-01,23.702
2002-01-01,24.377
2003-01-01,24.662
2004-01-01,24.714
2005-01-01,23.279
2006-01-01,23.001
2007-01-01,25.878
2008-01-01,25.841
2009-01-01,24.322
2010-01-01,25.304
2011-01-01,25.844
2012-01-01,26.162
2013-01-01,24.544
2014-01-01,24.077
2015-01-01,24.077
2016-01-01,24.377
2017-01-01,24.697
2018-01-01,26.192
2019-01-01,26.122
2020-01-01,26.314
