Time,Data
2020-01-01,0.6345578
2020-02-02,0.5770951
2020-03-06,0.5672267
2020-04-05,0.5283098
2020-04-20,0.2251457
2020-05-09,0.2067916
2020-05-23,0.2260084
2020-06-10,0.2979221
2020-06-26,0.2979221
2020-07-28,0.3561557
2020-08-29,0.3195987
2020-09-20,0.3475560
2020-10-16,0.3292524
2020-11-17,0.3471276
2020-12-19,0.4192085
