Time,Data
2011-01-01,7.405
2011-01-02,6.226
2011-01-03,19.747
2011-01-04,54.094
2011-01-05,7.747
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,9.615
2011-01-11,80.668
2011-01-12,84.077
2011-01-13,28.511
2011-01-14,14.255
2011-01-15,38.567
2011-01-16,17.208
2011-01-17,17.208
2011-01-18,20.558
2011-01-19,12.476
