Time,Data
2001-01-01,70.21276595744680
2002-01-01,70.30947775628627
2003-01-01,70.40618955512572
2004-01-01,70.50290135396519
2005-01-01,70.50290135396519
2006-01-01,70.69632495164410
2007-01-01,70.79303675048357
2008-01-01,70.98646034816247
2009-01-01,71.27659574468085
2010-01-01,71.56673114119923
2011-01-01,72.34042553191490
2012-01-01,72.63056092843327
2013-01-01,72.92069632495163
2014-01-01,73.30754352030948
2015-01-01,73.21083172147002
2016-01-01,73.30754352030948
2017-01-01,73.50096711798840
2018-01-01,73.79110251450676
2019-01-01,74.27466150870407
2020-01-01,74.66150870406191
