Time,Data
2000-01-01,75.576
2001-01-01,74.923
2002-01-01,75.573
2003-01-01,73.706
2004-01-01,74.502
2005-01-01,73.33
2006-01-01,72.636
2007-01-01,73.814
2008-01-01,71.467
2009-01-01,73.263
2010-01-01,74.314
2011-01-01,72.957
2012-01-01,72.687
2013-01-01,72.708
2014-01-01,72.976
2015-01-01,70.242
2016-01-01,71.77
2017-01-01,72.496
2018-01-01,71.945
2019-01-01,69.985
2020-01-01,69.541
2021-01-01,67.943
