Time,Data
2011-01-01,1.152
2012-01-01,1.069
2013-01-01,1.193
2014-01-01,1.175
2015-01-01,1.173
2016-01-01,1.263
2017-01-01,1.132
2018-01-01,1.045
2019-01-01,1.141
2020-01-01,1.228
2021-01-01,1.265
